,EIN,OrganizationName,State,County,Lat,Lon,GeoDistance(km)
3444,521698504,ADI ENDOWMENT INC,VA,Fairfax County,38.72,-77.1,3635.9229578958857
3445,850479804,CASA ESPERANZA ENDOWMENT FOUNDATION,NM,Bernalillo County,35.06,-106.6,1001.3077494721135
3446,721524988,ANNE CARLSEN CENTER FOUNDATION,ND,Stutsman County,46.9,-98.8,2177.4371216908726
3447,943065407,SOUTH BERKELEY COMMUNITY HOUSING DEVELOPMENT CORPORATION,CA,Alameda County,37.87,-122.25,688.4870530302992
3448,750818178,TEXAS SCOTTISH RITE HOSPITAL FOR CRIPPLED CHILDREN,TX,Dallas County,32.81,-96.82,1902.5761282470285
3449,742504370,LIFE-LINE INC,UT,Davis County,40.9,-111.9,978.5324041620746
3450,260074023,BENTON COMMUNITY FOUNDATION INC,IN,Benton County,40.6,-87.3,2771.9912734742315
3451,237259792,HELP ENABLE ALCOHOLICSADDICTS RECEIVE TREATMENT INC,MN,Hennepin County,44.96,-93.26,2434.7176833323583
3452,311693508,FUNDAMENTAL LEARNING CENTER INC,KS,Sedgwick County,37.71,-97.32,1869.438746976632
3453,112768453,WINDMILL HDFC INC,NY,Suffolk County,41.0,-72.2,4042.145648560649
3454,460460580,14 FOUNDATION INC CO CINDY HEUPEL,OK,Oklahoma County,35.6,-97.5,1828.4067984190349
3455,581876017,CINCINNATI VOA INDEPENDENT HOUSING INC,VA,Alexandria city,38.81,-77.07,3638.0287417801287
3456,753032867,NLN FOUNDATION FOR NURSING EDUCATION,DC,District of Columbia,38.89,-77.05,3639.3396426985664
3457,232149559,JAKE GITTLEN MEMORIAL GOLF TOURNAMN,PA,Dauphin County,40.27,-76.6,3673.311107265317
3458,381557861,JUNIOR ACHIEVEMENT OF THE MICHIGAN GREAT LAKES INC,MI,Kent County,42.93,-85.54,2957.763628702859
3459,810673432,HIGH ASPIRATIONS INCORPORATED,MO,Jackson County,39.01,-94.59,2129.1954400059703
3460,136620883,COMMUNICATIONS WORKERS OF AMERICA LOCAL 1180 EDUCATION FUND,NY,New York County,40.72,-74.01,3891.169071436037
3461,208790449,COLUMBIA RIVER MARITIME MUSEUM ENDOWMENT TRUST,OR,Clatsop County,46.1,-123.7,1535.709728953394
3462,340872971,WARREN ELECTRICAL JOINT APPRENTICESHIP AND TRAINING TRUST,OH,Trumbull County,41.25,-80.82,3320.7621848804943
3463,581866454,UNITED WAY OF WALTON COUNTY,GA,Walton County,33.8,-83.7,3097.7213460984667
3464,521682341,DOWNTOWN FREDERICK PARTNERSHIP INC,MD,Frederick County,39.46,-77.34,3612.0196750472314
3465,452910188,LOUIS GROCERIES NFP,IL,Cook County,41.74,-87.66,2762.109446628612
3466,880197147,NATHAN ADELSON HOSPICE FOUNDATION INC,NV,Clark County,36.09,-115.15,374.36913388176987
3467,943225675,CALIFORNIA MARINE SANCTUARY FOUNDATION,CA,Monterey County,36.62,-121.92,570.7797570906677
3468,456014870,SOUTHEASTERN NORTH DAKOTA COMMUNITY ACTION AGENCY,ND,Cass County,46.79,-96.84,2291.05389040436
3469,383260804,MEYERS NON-PROFIT HOUSING CORPORATION,MI,Macomb County,42.51,-83.02,3153.436882504833
3470,830500469,DK KIM CAMBODIA FOUNDATION,CA,San Bernardino County,34.08,-117.59,102.7888837894437
3471,223558121,ACCESS HOUSING INC,NJ,Morris County,40.84,-74.48,3851.2597675742295
3472,463761245,UPPER CUMBERLAND ELECTRIC MEMBERSHIP CORPORATION CARES INC,TN,Smith County,36.3,-86.0,2863.3418725183324
3473,232683335,PHILADELPHIA CULTURAL FUND INC,PA,Philadelphia County,40.03,-75.18,3794.616091097507
3474,131624228,YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER NEW YORK,NY,New York County,40.705,-74.005,3891.641081399409
3475,954867103,GUIDANCE CHARTER SCHOOL,CA,Los Angeles County,34.5,-118.1,164.48866231854018
3476,431713228,MENTOR ST LOUIS INC,MO,St. Louis city,38.67,-90.21,2499.3380481531767
3477,261887505,PARKER AT THE PAVILION ADULT DAY HEALTH SERVICES CENTER INC,NJ,Middlesex County,40.55,-74.46,3853.779532822282
3478,431657696,LIFE CHOICE CENTER FOR WOMEN,MO,Ray County,39.3,-93.9,2193.639193984799
3479,562045099,MISTY MEADOWS MITEY RIDERS INC,NC,Union County,34.9,-80.7,3354.0225433263067
3480,43476887,ALLIANCE HUMAN SERVICES INC,MA,Middlesex County,42.35,-71.25,4116.1699062180205
3482,300098388,ILLINOIS PARK AND RECREATION ASSOCIATION,IL,DuPage County,41.88,-88.02,2735.6906968420285
3483,590667561,GREATER BOCA RATON CHAMBER OF COMMERCE,FL,Palm Beach County,26.35,-80.08,3647.5966135299423
3484,470606871,GREAT PLAINS MEDICAL ARTS BUILDING INC,NE,Lincoln County,41.1,-100.8,1697.8583267794716
3485,420698174,SANFORD CENTER,IA,Woodbury County,42.52,-96.43,2092.8644238234133
3486,931249979,ASPEN FOUNDATION III,OR,Yamhill County,45.1,-123.5,1427.6303101354038
3488,721396280,ENDOWMENT FOR THE MCWANE SCIENCE CENTER,AL,Jefferson County,33.52,-86.81,2817.04331982542
3489,382856127,ELDERLY HOUSING SERVICE CORPORATION,MI,Wayne County,42.33,-83.37,3122.2817344210607
3490,352209499,RESEARCH ADVOCACY NETWORK INC,PA,Montgomery County,40.02,-75.23,3790.400264402977
3491,311699625,PROCTOR COMMUNITY HOUSING CORPORATION,MA,Suffolk County,42.4,-71.03,4134.112585278241
3492,680193610,GROWING ROOM EDUCATION COUNCIL,CA,Contra Costa County,37.81,-121.99,668.2643202987929
3493,910723310,CENTRAL WASHINGTON HOME BUILDERS ASSOCIATION,WA,Yakima County,46.6,-120.53,1515.6866475893275
3494,910793447,RURAL RESOURCES COMMUNITY ACTION,WA,Stevens County,48.7,-117.8,1724.1278607700954
3495,860908834,SIERRA WINDS CHARITABLE FOUNDATION,AZ,Maricopa County,33.65,-112.25,466.66358576358886
3496,731114164,STATE CHAMBER RESEARCH FOUNDATION,OK,Oklahoma County,35.48,-97.5,1827.830761497246
3498,953967934,LAFH TEMPORARY HOUSING CORP I,CA,Los Angeles County,34.21,-118.4,154.68864666672135
3499,10367357,AMERICAN CIVIL LIBERTIES UNION OF MAINE FOUNDATION,ME,Cumberland County,43.66,-70.26,4194.847855782258
3500,237417722,INSTITUTO CENTROAMERICANO DE ADMINISTRACION DE EMPRESAS,ME,Cumberland County,43.69,-70.15,4203.681991018358
3501,631278901,YOUTHSERVE INC,AL,Jefferson County,33.51,-86.74,2823.62383299885
3502,954150344,TILE AND MARBLE LABOR - MANAGEMENT COOPERATION COMMITTEE INC,CA,Los Angeles County,34.05,-118.05,120.08158161125903
3503,930134820,CANBY TELEPHONE ASSOCIATION,OR,Clackamas County,45.2,-122.7,1413.6907067370591
3504,380917295,ALPHA TAU CHAPTER HOUSE ASSOCIATION,MI,Oakland County,42.5,-83.29,3131.35855514297
3505,237394613,INSTITUTE OF CULTURAL AFFAIRS,IL,Cook County,41.97,-87.66,2766.8340311603247
3506,481221368,CENTRAL KANSAS COMMUNITY FOUNDATION,KS,Riley County,39.2,-96.58,1965.6489126849647
3507,391274547,KOHLER TRUST FOR THE ARTS AND EDUCATION,WI,Sheboygan County,43.76,-87.71,2806.920525009536
3508,621081945,HENRY COUNTY HELPING HAND INC,TN,Henry County,36.3,-88.4,2648.3654606075847
3509,760339603,ASSOCIATED BUILDERS AND CONTRACTORS CONSTRUCTION TRAINING CENTER,TX,Jefferson County,29.98,-94.0,2226.3551755363774
3510,351291588,MEDICAL EDUCATION FOUNDATION INC,IN,St. Joseph County,41.7,-86.25,2876.710359566619
3511,741502152,LAITY LODGE FOUNDATION,TX,Kerr County,30.0,-99.1,1752.972389618013
3512,411813425,MOUNT SAINT BENEDICT FOUNDATION,MN,Polk County,47.7,-96.5,2369.7210557219705
3513,562350714,UNITED STATES EQUESTRIAN FEDERATION INC,KY,Fayette County,38.1,-84.5,2992.899418206594
3515,460595387,MONDELEZ GLOBAL LLC GROUP BENEFIT TRUST II,IL,Lake County,42.17,-87.88,2753.3441006746307
3516,721233347,FOUNDATION FOR EXCELLENCE IN LOUISIANA PUBLIC BROADCASTING,LA,East Baton Rouge Parish,30.35,-91.07,2488.4306212277497
3517,382906105,CARLETON NON-PROFIT HOUSING CORPORATION,MI,Macomb County,42.51,-83.02,3153.436882504833
3518,510399261,CENTER FOR THE STUDY OF TECHNOLOGY AND SOCIETY,DC,District of Columbia,38.907,-77.042,3639.944376328462
3519,880065829,BOULDER CITY HOSPITAL INC,NV,Clark County,35.7,-114.8,357.3828012217247
3520,542140847,HIRAM CERTIFIED HOME CARE COMPANY DBA ACACIA CERTIFIED HOME CARE COMPANY,NY,New York County,40.73,-73.98,3893.6623262803096
3522,742868655,CHILD CRISIS CENTER OF EL PASO FOUNDATION,TX,El Paso County,31.82,-106.46,1022.8711840191537
3523,251881899,COMMUNITY FOUNDATION OF GREENE COUN CO TOM MILINOVICH,PA,Greene County,39.88,-80.0,3384.029339476789
3524,364197806,SOUTHERN REGION SKI PATROL INC,IL,Cook County,41.95,-87.65,2767.226933873031
3525,411597085,FRIENDS OF THE RAMSEY COUNTY LIBRAR,MN,Ramsey County,45.08,-93.14,2448.7945208203196
3526,650653670,AHI HOUSING INC,FL,Monroe County,24.6,-82.2,3525.2169714404617
3527,770413992,NEIGHBORHOOD HOUSING SERVICES SILICON VALLEY,CA,Santa Clara County,37.334,-121.891,623.3870305042857
3528,411907818,EAST VILLAGE HOUSING CORPORATION,MN,Hennepin County,44.99,-93.27,2435.368748174712
3529,541582304,OUR LADY OF PEACE INC,VA,Henrico County,37.63,-77.56,3603.414018249884
3530,382742861,HAZEL PARK NON-PROFIT HOUSING CORPORATION,MI,Macomb County,42.51,-83.02,3153.436882504833
3531,300025778,BELLEVILLE NON-PROFIT HOUSING CORPORATION,MI,Macomb County,42.51,-83.02,3153.436882504833
3532,650984174,ST BONIFACE GARDENS INC,FL,Broward County,26.18,-80.23,3640.484414174041
3533,576005954,SOUTH CAROLINA SCHOOL BOARDS ASSOCIATION INC,SC,Richland County,34.09,-81.04,3335.7052952552062
3534,262763038,KIND INC KIDS IN NEED OF DEFENSE,MD,Montgomery County,39.0,-77.04,3639.6569574486175
3535,431061620,METROPOLITAN ORGANIZATION TO COUNTER SEXUAL ASSAULT,MO,Jackson County,38.98,-94.55,2131.981136890857
3536,861162382,HOLBROOK COMMUNITY FOUNDATION,ME,Cumberland County,43.8,-70.0,4215.686021790088
3537,464214254,HNC LIVING FOUNDATION,KS,Johnson County,38.96,-94.68,2120.5252601164493
3538,453980649,LAUNCH NEW YORK INC,NY,Erie County,42.87,-78.87,3494.9345317668694
3539,251324559,AUDUBON SOCIETY OF WESTERN PA,PA,Allegheny County,40.48,-79.74,3407.5098386235154
3540,382368950,MUSLIM COMMUNITY OF WESTERN SUBURBS OF DETROIT,MI,Wayne County,42.41,-83.05,3149.518527060262
3541,370917173,MUSTARD SEED CLUB CO J MICHAEL MARTIN,IL,Champaign County,40.11,-88.24,2685.8911648452104
3542,411717098,AMERICAN BRAIN FOUNDATION,MN,Hennepin County,44.97,-93.26,2435.173302454025
3543,30541345,MALM MANOR INC,RI,Providence County,41.8,-71.43,4102.977070556241
3544,581737049,UNITED CHURCH RESIDENCES OF COVINGTON,OH,Marion County,40.6,-83.1,3124.6499678284317
3545,411480154,HAWLEY FIREMENS RELIEF ASSOCIATION,MN,Clay County,46.9,-96.3,2332.022631556384
3546,300082817,CORTEX,MO,St. Louis city,38.65,-90.25,2495.6604727991203
3547,916034505,WASHINGTON BEVERAGE ASSOCIATION,WA,Thurston County,46.9,-123.1,1601.503508665455
3548,231609791,PENNSYLVANIA NATIONAL HORSE SHOW ASSOC,PA,Cumberland County,40.21,-76.87,3650.4818026935154
3549,431853156,KING HILL APARTMENTS INC,MO,Buchanan County,39.69,-94.9,2118.524252688034
3550,160977850,CHASE MEMORIAL NURSING HOME CO INC,NY,Chenango County,42.6,-75.3,3784.1948303557483
3551,954646004,SINGLE MOTHERS OUTREACH INC,CA,Los Angeles County,34.38,-118.6,181.0488402940575
3552,462805958,MFFK HOLDINGS INC,NV,Clark County,36.06,-115.09,374.39504952159564
3553,646226370,ERNESTINE B BUTTS CHARITY TRUST CO TRUSTMARK NATIONAL BANK,MS,Jones County,31.7,-89.15,2634.091043765225
3554,411330969,OPTIMIST INTERNATIONAL LUVERNE,MN,Rock County,43.7,-96.3,2156.404688191135
3555,941701188,CALIFORNIA MORTGAGE BANKERS ASSOCIATION,CA,Sacramento County,38.58,-121.49,709.5556000803953
3556,50498023,PLUMBERS AND PIPEFITTERS LOCAL UNION 51 HEALTH AND WELFARE FUND,RI,Providence County,41.81,-71.36,4108.739600661173
3557,611570266,COAL MINING-OUR FUTURE INC,KY,Perry County,37.36,-83.32,3097.598611664687
3558,136163565,CORRECTION OFFICERS BENEVOLENT ASSOC SECURITY BENEFITS FUND - ACTIVE,NY,New York County,40.7,-74.02,3890.39424764432
3559,237096625,ROTARY CLUB OF ELK GROVE,IL,Cook County,42.05,-87.68,2766.906793306489
3560,590801420,KAPPA ALPHA ORDER GAMMA ETA CHAPTER,VA,Rockbridge County,37.8,-79.5,3431.9082429113546
3561,720515460,KAPPA ALPHA ORDER PSI CHAPTER,VA,Rockbridge County,37.8,-79.5,3431.9082429113546
3562,752342376,REAL ESTATE COUNCIL INC,TX,Dallas County,32.93,-96.79,1903.8005815837955
3563,360725250,AMERICAN FEED INDUSTRY ASSOCIATION INC,VA,Arlington County,38.89,-77.1,3635.016756418203
3564,941408052,RETIRED PUBLIC EMPLOYEES ASSOCIATION OF CALIFORNIA,CA,Sacramento County,38.58,-121.49,709.5556000803953
3565,273444987,MUSEUM OF THE BIBLE INC,IL,DuPage County,41.77,-88.14,2723.5980689106586
3566,510141617,CHELSEA JEWISH NURSING HOME FOUNDATION INC,MA,Suffolk County,42.4,-71.03,4134.112585278241
3567,396073981,EVJUE FOUNDATION INC,WI,Dane County,43.07,-89.46,2650.592117985461
3568,411976895,OUTREACH DEVELOPMENT CORPORATION,MN,Hennepin County,45.01,-93.49,2420.5410792408106
3569,340139070,CHAGRIN VALLEY COUNTRY CLUB,OH,Cuyahoga County,41.45,-81.4,3274.0636092972777
3571,42771582,NAIOP MASSACHUSETTS INC,MA,Suffolk County,42.358999999999995,-71.054,4132.248656402419
3572,396222496,BROWN SWISS ASSOCIATION,WI,Rock County,42.6,-89.1,2666.0051825255996
3573,952666052,CALIFORNIA COURT REPORTERS ASSOCIATION,CA,Orange County,33.56,-117.73,59.9065716095621
3574,204860294,SAE INDUSTRY TECHNOLOGIES CONSORTIA,NY,New York County,40.74,-73.97,3894.4708830970376
3575,311543675,HOME BUILDER ASSOCIATION OF OWENSBORO INC,KY,Daviess County,37.8,-87.3,2746.8421741774796
3576,570339353,PALMETTO RURAL TELEPHONE COOPERATIVE INC,SC,Colleton County,32.9,-80.7,3389.070377238662
3577,371452727,STILLWATER HEIGHTS INC CO THE COMMUNITY BUILDERS,MA,Suffolk County,42.35,-71.08,4130.136537549986
3578,954530031,FORD THEATRE FOUNDATION,CA,Los Angeles County,34.06,-118.24,132.4594344346172
3579,751835253,URBAN ALTERNATIVE,TX,Dallas County,32.61,-96.87,1900.727618015768
3580,742584826,TEXAS ELKS CHILDRENS SERVICES INC,TX,Gonzales County,29.4,-97.5,1920.2854612799686
3581,481121193,RCDC ENDOWMENT ASSOCIATION,KS,Finney County,38.0,-100.8,1577.4795618422936
3582,222621486,NEW JERSEY EMERGENCY NURSES ASSOCIATION,IL,Cook County,42.05,-87.89,2749.8964436619235
3583,232081651,PHILADELPHIA PRESBYTERY APARTMENTS INC,PA,Montgomery County,40.08,-75.26,3787.6212801129755
3584,410859485,EMMA NORTON SERVICES,MN,Ramsey County,44.95,-93.09,2446.480820402403
3585,131624241,UNITED NEGRO COLLEGE FUND INC,SC,Richland County,34.03,-81.0,3340.3559464818413
3586,364549759,PUBLIC SAFETY ACADEMY HOUSING INC,FL,Leon County,30.46,-84.35,3110.3261217558543
3587,311133054,LAW ENFORCEMENT FOUNDATION INC,OH,Franklin County,40.12,-83.14,3117.71683134515
3588,680033361,PRESIDENT ABRAHAM LINCOLN MANOR,CA,Sacramento County,38.62,-121.33,705.6622474459933
3589,581611454,SIMPSONWOOD UNITED METHODIST CONFERENCE AND RETREAT CENTER INC,GA,DeKalb County,33.85,-84.28,3043.895807480822
3590,541890440,NORTHAMPTON UNITED METHODIST HOUSIN,VA,Culpeper County,38.4,-78.0,3559.5538221432157
3592,650339453,FAIRHAVEN SOUTH INC,IN,Grant County,40.6,-85.6,2914.467372001141
3593,20366556,HAVENWOOD-HERITAGE HEIGHTS TRUST FUND,NH,Merrimack County,43.2,-71.5,4094.7788160406726
3594,866037149,NARBHA INSTITUTE INC,AZ,Coconino County,35.2,-111.8,548.2326518786183
3595,841524340,CONIFER ROTARY FOUNDATION,CO,Jefferson County,39.5,-105.3,1277.3423331338008
3596,208040875,RESOURCE PERSONNEL INC,FL,Orange County,28.55,-81.35,3448.04282121583
3597,200746327,COTTON ELECTRIC CHARITABLE FOUNDATION,OK,Cotton County,34.4,-98.4,1744.3517004944504
3599,581537582,DR ROBERT F THOMAS FOUNDATION,TN,Sevier County,35.8,-83.6,3082.048342442562
3600,310495220,WOODLAND CEMETERY ASSOCIATION OF DAYTON,OH,Montgomery County,39.72,-84.19,3025.703776324295
3601,522215744,EMPLOYEE-OWNED S CORPORATIONS OF AMERICA CO VENN STRATEGIES LLC,DC,District of Columbia,38.904,-77.032,3640.824058551001
3602,420336050,IOWA TAXPAYERS ASSOCIATION,IA,Polk County,41.58,-93.62,2276.416611918171
3603,580207260,GEORGIA ASSOCIATION OF MANUFACTURERS INC,GA,Fulton County,33.75,-84.39,3035.387425475512
3604,956047086,MANIBEW INC,CA,Los Angeles County,34.08,-118.05,122.71661019030915
3605,410387084,LYON-LINCOLN ELECTRIC COOPERATIVE,MN,Renville County,44.8,-95.1,2296.088185066123
3606,630677887,INTERNATIONAL LONGSHOREMENS LOCAL 1985,NJ,Hudson County,40.79,-74.02,3890.099017495404
3607,941020856,CHICO CHAMBER OF COMMERCE,CA,Butte County,39.7,-121.8,829.1633572881523
3608,208525177,VEBA FOR RETIREES OF DAYCO WAYNESVILLE,MI,Oakland County,42.56,-83.12,3146.0751351246136
3610,311539595,AHEPA 113 APARTMENTS INC,AL,Mobile County,30.63,-88.15,2752.6053709087237
3611,731679235,WHITE WOODS RETIREMENT CAMPUS INC,OK,Oklahoma County,35.61,-97.57,1822.1381856605185
3612,570970062,MONDAY AFTER THE MASTERS MAM PRO-AM GOLF TOURNAMENT INC,SC,Richland County,34.03,-81.0,3340.3559464818413
3614,680407470,SUBURBAN ALTERNATIVES LAND TRUST,CA,Marin County,38.13,-122.56,728.1544939608875
3615,112943270,MIKVEH YISROEL OF FLATBUSH INC,NY,Kings County,40.63,-74.0,3892.3262795345345
3617,953401090,LONG BEACH COMMUNITY ACTION PARTNERSHIP,CA,Los Angeles County,33.81,-118.17,108.98082532262184
3618,161759590,LSNY- BRONX CORPORATION DBA LEGAL SERVICES NYC-BRONX,NY,New York County,40.72,-74.01,3891.169071436037
3619,522231301,CAMBRIDGE APARTMENTS INC,MD,Montgomery County,39.05,-77.12,3632.5179226535965
3620,251634639,PENNSYLVANIA RELIEF SALE,PA,Lancaster County,40.16,-76.2,3707.4819868756176
3621,580671327,UNITED WAY OF COASTAL GEORGIA INC,GA,Glynn County,31.18,-81.48,3357.2567323548697
3622,471334302,TAKOMA REGIONAL HOSPITAL FOUNDATION INC,FL,Orange County,28.55,-81.35,3448.04282121583
3623,541526890,BOLLING HAXALL HOUSE FOUNDATION,VA,Richmond city,37.54,-77.46,3612.9726275820876
3624,930977842,COMMUNITY AND SHELTER ASSISTANCE CORP,OR,Multnomah County,45.58,-122.59,1450.1907084455618
3625,760347078,MRC PINECREST,TX,Montgomery County,30.14,-95.47,2085.149039866999
3626,571206469,BAY AGING APARTMENTS WESTMORELAND INC,VA,Middlesex County,37.66,-76.62,3685.650247568149
3627,236997962,PENNSBURY SOCIETY ENDOWMENT TRUST,PA,Bucks County,40.2,-74.81,3825.3990371382943
3628,521224690,NRF FOUNDATION,DC,District of Columbia,38.904,-77.032,3640.824058551001
3629,237039405,SCHOLARSHIP AMERICA INC,IN,Putnam County,39.7,-86.9,2794.4058291065544
3630,530024830,ALMAS TEMPLE CLUB,DC,District of Columbia,38.904,-77.032,3640.824058551001
3631,770359848,CHARITIES HOUSING DEVELOPMENT CORP OF SANTA CLARA COUNTY,CA,Santa Clara County,37.32,-121.91,623.4335223733565
3632,920033167,ANCHORAGE LODGE NO 1534 LOYAL ORDER OF MOOSE,AK,Anchorage Municipality,61.3,-149.8,3893.4254442481024
3633,341714407,CHARLES CREST II CORPORATION,CO,Denver County,39.75,-105.0,1313.4337047522388
3634,203270971,COLORADO RAMPAGE,CO,El Paso County,39.0,-104.9,1281.6819971823336
3635,260784174,CHICAGO DENTAL SOCIETY FOUNDATION CO KRISTEN WEBER,IL,Cook County,41.91,-87.61,2769.645989097415
3636,20656710,COLUMBIA COUNTY CHAMBER OF COMMERCE INC,GA,Columbia County,33.56,-82.16,3242.6157561584682
3637,530215881,NATIONAL AUTOMATIC SPRINKLER INDUSTRY WELFARE FUND,MI,Wayne County,42.28,-83.18,3137.03885826762
3638,111890603,UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 342,DC,District of Columbia,38.9,-77.04,3640.1529516123974
3639,370730508,ILLINOIS ASPHALT PAVEMENT ASSOCIATION,IL,Sangamon County,39.801,-89.65,2562.2010519832443
3640,131512769,AMERICAN PHYSICAL THERAPY ASSOCIATION,VA,Alexandria city,38.81,-77.07,3638.0287417801287
3641,841284293,MERCY SOUTHEAST IDAHO INC,CO,Denver County,39.75,-105.0,1313.4337047522388
3642,521576352,STUDENTS FOR LIFE OF AMERICA INC,VA,Fairfax County,38.93,-77.39,3609.7544815906035
3643,510199279,ORANGE MENTAL RETARDATION PROPERTIES CO,NY,Orange County,41.54,-74.05,3886.015278977278
3644,136258134,AMERICAN COUNCIL OF THE BETH JACOB OF JERUSALEM EDUCATIONAL SYSTEM INC,NJ,Ocean County,40.07,-74.21,3876.9378031608444
3645,363690001,DOWNERS GROVE PROF FIREFIGHTERS ASSOCIATION LOCAL 3234,IL,Sangamon County,39.77,-89.69,2558.341216267071
3646,262559916,AUGUSTA MEDICAL GROUP,VA,Augusta County,38.1,-78.97,3476.6146496108613
3647,316035993,OHIO FFA CAMPS INC,OH,Franklin County,39.97,-83.03,3126.134676504294
3648,593396219,JOHN SHIVER MINISTRIES INC,IN,Elkhart County,41.4,-86.0,2892.2992077490408
3649,680033365,PRESIDENT ANDREW JACKSON MANOR,CA,Sacramento County,38.62,-121.33,705.6622474459933
3650,591893881,FLORIDA ASSOCIATION OF PEDIATRIC TUMORS PROGRAM INC,FL,Broward County,26.02,-80.19,3650.7039616078314
3651,341437965,ST FRANCIS HOME INC,OH,Seneca County,41.1,-83.2,3120.8761535977383
3652,421508376,ANIMAL RESCUE LEAGUE OF IOWA FOUNDATION,IA,Polk County,41.66,-93.63,2278.158518100606
3653,382380236,LAPEER DEVELOPMENT CORPORATION,MI,Lapeer County,43.1,-83.3,3140.4087146086626
3654,391659055,VISITING NURSE MANAGEMENT CORPORATION,WI,Kenosha County,42.62,-87.83,2767.747825929666
3655,841275420,WESTERN COLORADO CHRISTIAN CAMPUS MINISTRIES INC,CO,Mesa County,39.07,-108.55,1017.1846837372595
3656,410659918,DIRECT SELLING ASSOCIATION,DC,District of Columbia,38.9,-77.04,3640.1529516123974
3657,520745582,COLLEGE PARK LODGE 453 - LOYAL ORDER OF MOOSE INC,IL,Kane County,41.83,-88.34,2708.612801136653
3658,237025524,LIONS INTERNATIONAL HOFFMAN 3152,MN,Grant County,45.8,-95.8,2300.521755378286
3659,310654654,COUNTY COMMISSIONERS ASSOCIATION OF OHIO,OH,Franklin County,39.97,-83.03,3126.134676504294
3660,237123519,KAPPA ALPHA ORDER GAMMA CHI CHAPTER,VA,Rockbridge County,37.8,-79.5,3431.9082429113546
3661,237392554,AMERICAN HEALTH QUALITY ASSOCIATION,VA,Fairfax County,38.93,-77.23,3623.5820293205584
3662,464387765,FOREST HOME CEMETERY INC,WI,Milwaukee County,43.01,-87.94,2768.6813266893314
3663,420883949,DECORAH JOBS INC,IA,Winneshiek County,43.3,-91.8,2476.303830734822
3664,770377584,EASTERN SIERRA FOUNDATION,CA,Inyo County,37.5,-118.3,487.5181115611345
3665,311385227,UNITED CHURCH RESIDENCES OF WEST JACKSON,OH,Marion County,40.6,-83.1,3124.6499678284317
3666,133364209,PUBLIC POLICY AND EDUCATION FUND OF NEW YORK INC,NY,Albany County,42.68,-73.79,3907.887010184092
3667,383329883,WALKER NON-PROFIT HOUSING CORP,MI,Macomb County,42.51,-83.02,3153.436882504833
3668,111824299,AUXILIARY SERVICE CORP SUNY FARMINGDALE,NY,Nassau County,40.73,-73.43,3939.9810940816733
3669,581973160,DIXON GALLERY AND GARDENS ENDOWMENT FUND,TN,Shelby County,35.11,-89.9,2517.6950217490844
3670,262317116,EXODUS CRY INC,MO,Jackson County,38.88,-94.52,2132.5345684583754
3671,264002114,MERCY PORTFOLIO SERVICES,CO,Denver County,39.75,-105.0,1313.4337047522388
3673,133112110,HISPANIC INFORMATION AND TELECOMMUNICATIONS,NY,Kings County,40.7,-73.97,3894.6072704909734
3674,364236714,FOUNDATION FOR OSTEOPATHIC EMERGENCY MEDICINE,IL,Cook County,41.91,-87.61,2769.645989097415
3675,680062062,VISIONARY HOME BUILDERS OF CALIFORNIA INC,CA,San Joaquin County,37.96,-121.29,642.9766557554087
3676,522250648,INTELLECTUAL PROPERTY OWNERS EDUCATION FOUNDATION,DC,District of Columbia,38.904,-77.032,3640.824058551001
3677,942607722,NEW ISRAEL FUND,DC,District of Columbia,38.907,-77.042,3639.944376328462
3678,66056345,OLD TIMERS ATHLETIC ASSOCIATION OF GREENWICH CONNECTICUT INC,CT,Fairfield County,41.04,-73.63,3922.0959169805246
3679,581318200,EAST GEORGIA STATE COLLEGE FOUNDATION INC,GA,Emanuel County,32.6,-82.4,3239.1293852275444
3680,311782130,ORPHANED STARFISH FOUNDATION INC,PA,Allegheny County,40.45,-79.99,3386.271781774755
3681,510240131,LUTHERAN SENIOR SERVICES OF DOVER INC,DE,Kent County,39.2,-75.5,3771.317478407825
3682,231352513,PRESBYTERIAN HOME AT 58TH STREET INC,PA,Montgomery County,40.08,-75.26,3787.6212801129755
3683,222721171,GREENWICH EMERGENCY MEDICAL SERVICE INC,NY,Westchester County,41.19,-73.63,3921.6857957111824
3684,454198642,MRC SENIOR LIVING,TX,Montgomery County,30.14,-95.47,2085.149039866999
3685,263594743,SOUTH CAROLINA YOUTH SHOOTING FOUNDATION,MO,Boone County,38.9,-92.4,2314.012609078386
3686,462500951,NORTHERN LIGHTS HEALTH CARE PARTNERSHIP INC,NY,St. Lawrence County,44.7,-75.5,3782.3445503010444
3687,472937610,LEGAL SERVICES OF GREATER MIAMI FOUNDATI ON INC,FL,Miami-Dade County,25.81,-80.18,3660.266890919995
3688,264425817,FRIEDMAN VILLAGE AT ST FRANCIS LLC,OH,Seneca County,41.1,-83.2,3120.8761535977383
3689,383610120,EVERYBODY READY INC,MI,Wayne County,42.21,-83.2,3134.4063158047015
3690,205782342,BRADFORD HEIGHTS HEALTH AND REHAB CENTER INC,FL,Orange County,28.55,-81.35,3448.04282121583
3691,160712912,EAST AURORA LODGE 370 LOYAL ORDER OF MOOSE INC,IL,Kane County,41.83,-88.34,2708.612801136653
